Source,Target,Type,id,label,timeset,weight,from type,edge,starting date,ending date
PORTUGAL VENTURE CAPITAL INITIATIVE SICAV,Pathena SICAR,Directed,525,,"<[2012.0, Infinity]>",1.0,Limited Partners (LPs)/SCR´s - Outside PT,VC Fundraising,2012,
Join Capital,QAMINE LIMITED,Directed,526,,"<[2015.0, Infinity]>",1.0,Limited Partners (LPs)/SCR´s - Outside PT,Investment,2015,
Global Accelerator Year 3 B.V,MORNING HEROES S.A.,Directed,527,,"<[2015.0, Infinity]>",1.0,Limited Partners (LPs)/SCR´s - Outside PT,Investment,2015,
Plopper B.V.,MORNING HEROES S.A.,Directed,528,,"<[2015.0, Infinity]>",1.0,Limited Partners (LPs)/SCR´s - Outside PT,Investment,2015,
Capital One Growth Ventures,"FEEDZAI, INC.",Directed,529,,"<[2013.0, Infinity]>",1.0,Limited Partners (LPs)/SCR´s - Outside PT,Investment,2013,
Sapphire Ventures,"FEEDZAI, INC.",Directed,530,,"<[2013.0, Infinity]>",1.0,Limited Partners (LPs)/SCR´s - Outside PT,Investment,2013,
Data Collective,"FEEDZAI, INC.",Directed,531,,"<[2013.0, Infinity]>",1.0,Limited Partners (LPs)/SCR´s - Outside PT,Investment,2013,
Wefunder,"UNBABEL, INC.",Directed,532,,"<[2014.0, Infinity]>",1.0,Limited Partners (LPs)/SCR´s - Outside PT,Investment,2014,
Matrix Partners,"UNBABEL, INC.",Directed,533,,"<[2014.0, Infinity]>",1.0,Limited Partners (LPs)/SCR´s - Outside PT,Investment,2014,
FundersClub,"UNBABEL, INC.",Directed,534,,"<[2014.0, Infinity]>",1.0,Limited Partners (LPs)/SCR´s - Outside PT,Investment,2014,
"Hovione Capital, SCR S.A.","LASERLEAP TECHNOLOGIES,S.A.",Directed,535,,"<[2013.0, Infinity]>",1.0,Limited Partners (LPs)/SCR´s,Investment,2013,
BIOCANT ­ ASSOCIAÇÃO DE TRANSFERÊNCIA DE TECNOLOGIA,"CELL2B - ADVANCED THERAPEUTICS, S.A.",Directed,536,,"<[2012.0, Infinity]>",1.0,Other,Investment,2012,
BIOCANT ­ ASSOCIAÇÃO DE TRANSFERÊNCIA DE TECNOLOGIA,"CBRA GENOMICS, S.A.",Directed,537,,"<[2013.0, Infinity]>",1.0,Other,Investment,2013,
BIOCANT ­ ASSOCIAÇÃO DE TRANSFERÊNCIA DE TECNOLOGIA,"MATERA, LDA",Directed,538,,"<[2011.0, Infinity]>",1.0,Other,Investment,2011,
Indexignition - Investimentos e Consultoria Lda,"AMANHÃ GLOBAL, S.A.",Directed,539,,"<[2014.0, Infinity]>",1.0,Other,Investment,2014,
FINOVA - Fundo de Apoio ao Financiamento à Inovação,FCR ISTART I,Directed,540,,"<[2011.0, Infinity]>",1.0,Other,VC Fundraising,2011,
FINOVA - Fundo de Apoio ao Financiamento à Inovação,FCR Novabase Inovação e Internacionalização,Directed,541,,"<[2011.0, Infinity]>",1.0,Other,VC Fundraising,2011,
FINOVA - Fundo de Apoio ao Financiamento à Inovação,FCR Minho Inovação e Internacionalização,Directed,542,,"<[2011.0, Infinity]>",1.0,Other,VC Fundraising,2011,
FINOVA - Fundo de Apoio ao Financiamento à Inovação,FCR ESV Inovação & Internacionalização,Directed,543,,"<[2011.0, Infinity]>",1.0,Other,VC Fundraising,2011,
FINOVA - Fundo de Apoio ao Financiamento à Inovação,FCR Fast Change II,Directed,544,,"<[2011.0, Infinity]>",1.0,Other,VC Fundraising,2011,
FINOVA - Fundo de Apoio ao Financiamento à Inovação,FCR Capital Criativo I,Directed,545,,"<[2011.0, Infinity]>",1.0,Other,VC Fundraising,2011,
FINOVA - Fundo de Apoio ao Financiamento à Inovação,FCR ASK Celta,Directed,546,,"<[2011.0, Infinity]>",1.0,Other,VC Fundraising,2011,
FINOVA - Fundo de Apoio ao Financiamento à Inovação,FCR ASK Capital,Directed,547,,"<[2011.0, Infinity]>",1.0,Other,VC Fundraising,2011,
FINOVA - Fundo de Apoio ao Financiamento à Inovação,FCR Beta Ciências da Vida,Directed,548,,"<[2011.0, Infinity]>",1.0,Other,VC Fundraising,2011,
FINOVA - Fundo de Apoio ao Financiamento à Inovação,FCR Revitalizar Norte,Directed,549,,"<[2011.0, Infinity]>",1.0,Other,VC Fundraising,2011,
FINOVA - Fundo de Apoio ao Financiamento à Inovação,FCR Portugal Ventures Universitas,Directed,550,,"<[2011.0, Infinity]>",1.0,Other,VC Fundraising,2011,
FINOVA - Fundo de Apoio ao Financiamento à Inovação,FCR Revitalizar Centro,Directed,551,,"<[2011.0, Infinity]>",1.0,Other,VC Fundraising,2011,
FINOVA - Fundo de Apoio ao Financiamento à Inovação,FCR Portugal Ventures Turismo Inovação,Directed,552,,"<[2011.0, Infinity]>",1.0,Other,VC Fundraising,2011,
FINOVA - Fundo de Apoio ao Financiamento à Inovação,FCR Portugal Ventures Internacionalização,Directed,553,,"<[2011.0, Infinity]>",1.0,Other,VC Fundraising,2011,
FINOVA - Fundo de Apoio ao Financiamento à Inovação,FCR Portugal Ventures Early Stages,Directed,554,,"<[2011.0, Infinity]>",1.0,Other,VC Fundraising,2011,
FINOVA - Fundo de Apoio ao Financiamento à Inovação,FCR Portugal Ventures Indústrias Criativas,Directed,555,,"<[2011.0, Infinity]>",1.0,Other,VC Fundraising,2011,
FINOVA - Fundo de Apoio ao Financiamento à Inovação,FCR PME / Novo Banco,Directed,556,,"<[2013.0, Infinity]>",1.0,Other,VC Fundraising,2013,
FINOVA - Fundo de Apoio ao Financiamento à Inovação,FCR Portugal Ventures Biocant,Directed,557,,"<[2011.0, Infinity]>",1.0,Other,VC Fundraising,2011,
FINOVA - Fundo de Apoio ao Financiamento à Inovação,FCR Portugal Ventures ACTEC II,Directed,558,,"<[2011.0, Infinity]>",1.0,Other,VC Fundraising,2011,
FINOVA - Fundo de Apoio ao Financiamento à Inovação,FCR Critical Ventures I,Directed,559,,"<[2011.0, Infinity]>",1.0,Other,VC Fundraising,2011,
Oxy Capital - SCR. S.A.,Oxy Capital Fundo Mezzanine,Directed,560,,"<[2014.0, Infinity]>",1.0,Limited Partners (LPs)/SCR´s,Management entity (or controlling entity),2014,
Oxy Capital - SCR. S.A.,FCR Revitalizar Centro,Directed,561,,"<[2013.0, Infinity]>",1.0,Limited Partners (LPs)/SCR´s,Management entity (or controlling entity),2013,
"BANIF CAPITAL - SOCIEDADE DE CAPITAL DE RISCO, SA",Fundo de Capital de Risco para Investidores Qualificados – CAPVEN NewCapital (“FIQ CAPVEN”),Directed,562,,"<[2003.0, 2014.0]>",1.0,Limited Partners (LPs)/SCR´s,VC Fundraising,2003,2014
"BANIF CAPITAL - SOCIEDADE DE CAPITAL DE RISCO, SA",Fundo de Capital de Risco para Investidores Qualificados – CAPVEN NewCapital (“FIQ CAPVEN”),Directed,563,,"<[2003.0, 2014.0]>",1.0,Limited Partners (LPs)/SCR´s,Management entity (or controlling entity),2003,2014
Explorer Investments SCR S.A.,FCR Revitalizar Norte,Directed,564,,"<[2013.0, Infinity]>",1.0,Limited Partners (LPs)/SCR´s,Management entity (or controlling entity),2013,
"PME Capital ­Sociedade Portuguesa de Capital de Risco, S.A","OUTSYSTEMS - SOFTWARE EM REDE, S.A.",Directed,565,,"<[2007.0, Infinity]>",1.0,Limited Partners (LPs)/SCR´s,Investment,2007,
"PME Capital ­Sociedade Portuguesa de Capital de Risco, S.A","HOTTRADE - REPRESENTAÇÕES, GESTÃO E SERVIÇOS S.A.",Directed,566,,"<[2006.0, Infinity]>",1.0,Limited Partners (LPs)/SCR´s,Investment,2006,
IAPMEI,FCR Novabase Capital,Directed,567,,"<[2005.0, Infinity]>",1.0,Other,VC Fundraising,2005,
IAPMEI,FCR Fast Change,Directed,568,,"<[2003.0, Infinity]>",1.0,Other,VC Fundraising,2003,
IAPMEI,FCR Portugal Ventures Finicia,Directed,569,,"<[2007.0, Infinity]>",1.0,Other,VC Fundraising,2007,
IAPMEI,FCR Portugal Global Ventures,Directed,570,,"<[2005.0, Infinity]>",1.0,Other,VC Fundraising,2005,
IAPMEI,FCR PME / Novo Banco,Directed,571,,"<[1997.0, Infinity]>",1.0,Other,VC Fundraising,1997,
IAPMEI,PME Investimentos – Sociedade de Investimento S.A.,Directed,572,,"<[1998.0, Infinity]>",1.0,Other,Management entity (or controlling entity),1998,
Região Autonoma dos Açores,FCR FIAEA ­ Fundo de Investimento de Apoio ao Empreendorismo dos Açores,Directed,573,,"<[2011.0, Infinity]>",1.0,Other,VC Fundraising,2011,
Turismo de Portugal,FCR Portugal Ventures Turismo Inovação,Directed,574,,"<[2011.0, Infinity]>",1.0,Other,VC Fundraising,2011,
ANJE,FCR Portugal Ventures Universitas,Directed,575,,"<[2011.0, Infinity]>",1.0,Other,VC Fundraising,2011,
Ass. p/Desenvolvimento e Investigação de Viseu,FCR Portugal Ventures Universitas,Directed,576,,"<[2011.0, Infinity]>",1.0,Other,VC Fundraising,2011,
Safeinterest,FCR Portugal Ventures Universitas,Directed,577,,"<[2011.0, Infinity]>",1.0,Other,VC Fundraising,2011,
Unknown,FCR Fast Change II,Directed,578,,"<[2011.0, Infinity]>",1.0,Other,VC Fundraising,2011,
Unknown,FCR F-HITEC,Directed,579,,"<[2008.0, Infinity]>",1.0,Other,VC Fundraising,2008,
Unknown,FCR Capital Criativo I,Directed,580,,"<[2011.0, Infinity]>",1.0,Other,VC Fundraising,2011,
Unknown,FCR ASK Capital,Directed,581,,"<[2011.0, Infinity]>",1.0,Other,VC Fundraising,2011,
Unknown,FCR Beta Ciências da Vida,Directed,582,,"<[2011.0, Infinity]>",1.0,Other,VC Fundraising,2011,
Unknown,FCR ASK Celta,Directed,583,,"<[2011.0, Infinity]>",1.0,Other,VC Fundraising,2011,
Unknown,FCR Beta Early Stages,Directed,584,,"<[2005.0, 2014.0]>",1.0,Other,VC Fundraising,2005,2014
Unknown,Fundo de Capital de Risco Portugal Ventures Global 2,Directed,585,,"<[2015.0, Infinity]>",1.0,Other,VC Fundraising,2015,
Unknown,Pathena SICAR,Directed,586,,"<[2012.0, Infinity]>",1.0,Other,VC Fundraising,2012,
Unknown,FCR Portugal Ventures Internacionalização,Directed,587,,"<[2011.0, Infinity]>",1.0,Other,VC Fundraising,2011,
Unknown,FCR Portugal Ventures Turismo Inovação,Directed,588,,"<[2011.0, Infinity]>",1.0,Other,VC Fundraising,2011,
Unknown,FCR Portugal Ventures Biocant,Directed,589,,"<[2011.0, Infinity]>",1.0,Other,VC Fundraising,2011,
Unknown,FCR Critical Ventures I,Directed,590,,"<[2011.0, Infinity]>",1.0,Other,VC Fundraising,2011,
Fundação Luso Americana para o Desenvolvimento (“FLAD”),FCR Beta Early Stages,Directed,591,,"<[2005.0, 2014.0]>",1.0,Other,VC Fundraising,2005,2014
AEP - Associação Empresarial de Portugal (ou entidade por si dominada),FCR Beta Early Stages,Directed,592,,"<[2005.0, 2014.0]>",1.0,Other,VC Fundraising,2005,2014
"corporate investment arms, family trusts and private individuals",FCR ESV III,Directed,593,,"<[2009.0, 2016.0]>",1.0,Other,VC Fundraising,2009,2016
"corporate investment arms, family trusts and private individuals",FCR ESV II,Directed,594,,"<[2006.0, Infinity]>",1.0,Other,VC Fundraising,2006,
F PENSOESSANTANDER,FCR F-HITEC,Directed,595,,"<[2008.0, Infinity]>",1.0,Other,VC Fundraising,2008,
"Portugal Ventures SCR, SA",FCR PV ACTEC,Directed,596,,"<[2006.0, Infinity]>",1.0,Limited Partners (LPs)/SCR´s,Management entity (or controlling entity),2006,
